OverallQual,OverallCond,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,SalePrice,Age
5,7,1,0,1,0,3,1,6,0,1,132500,45
5,7,0,0,1,0,3,1,5,1,1,147000,59
5,7,1,0,1,1,3,1,6,0,2,156000,42
5,6,0,0,2,0,3,1,7,1,2,175000,36
5,4,0,0,2,0,3,2,10,1,2,160000,106
4,8,1,0,1,0,1,1,3,0,1,86000,39
5,6,0,0,1,1,3,1,4,1,1,115000,32
6,7,1,0,1,0,3,1,5,2,1,133000,65
6,5,0,0,2,1,3,1,8,0,2,172785,0
5,6,0,0,1,1,3,1,6,1,1,155000,48
5,8,0,0,1,0,2,1,4,0,1,91300,71
4,5,0,0,1,0,2,1,4,0,0,34900,89
8,5,1,0,3,0,4,1,10,1,2,430000,15
7,6,1,0,2,0,4,1,8,0,1,184000,83
5,7,0,0,1,0,3,1,5,0,1,130000,42
5,7,0,1,1,0,2,1,5,0,1,120000,49
6,5,0,0,1,1,3,1,7,0,1,113000,34
7,5,0,0,2,1,3,1,7,0,2,226700,3
5,7,1,0,1,0,2,1,6,0,2,140000,42
7,8,1,0,2,0,1,1,6,2,2,289000,51
6,5,0,1,2,1,3,1,6,1,2,147000,35
5,5,0,0,2,0,4,2,10,0,2,124500,57
8,5,0,0,2,1,3,1,8,1,2,215000,13
6,5,0,0,2,0,2,1,4,0,2,208300,0
7,9,0,0,2,0,3,1,7,1,2,161000,80
5,6,1,0,1,0,3,1,6,0,1,124500,50
5,7,1,0,1,0,2,1,6,2,1,164900,58
7,5,0,0,2,0,2,1,6,1,2,202665,1
5,5,1,0,1,0,3,1,5,0,2,129900,48
6,5,0,0,1,1,3,1,5,0,2,134000,24
5,5,0,0,1,0,2,1,5,0,1,96500,81
10,5,1,0,2,1,3,1,9,1,3,402861,0
6,6,0,0,2,1,3,1,7,1,2,158000,37
7,5,0,0,2,1,3,1,7,1,3,265000,13
6,5,1,0,2,1,3,1,7,0,2,211000,9
7,9,0,0,1,1,3,1,9,2,1,234000,83
4,7,0,0,2,0,3,2,7,0,0,106250,108
6,6,0,0,1,1,3,1,6,2,1,150000,50
6,7,0,0,2,0,3,1,7,2,2,159000,59
10,5,1,0,3,1,3,1,11,1,3,184750,0
7,5,1,0,2,1,3,1,8,1,3,315750,11
7,5,0,0,2,0,3,1,6,1,2,176000,1
5,7,0,0,1,0,2,1,4,0,1,132000,51
9,5,1,0,2,1,3,1,11,1,3,446261,0
4,7,1,0,1,0,2,1,5,0,0,86000,87
6,3,1,0,3,0,4,2,9,2,2,200624,50
6,5,1,0,2,0,3,1,5,1,2,175000,20
6,8,0,0,2,0,3,1,6,0,2,128000,88
5,7,0,0,1,0,2,1,5,1,1,107500,55
1,3,0,0,1,0,1,1,2,0,0,39300,61
8,5,0,0,2,1,3,1,6,1,2,178000,2
5,7,1,0,1,0,3,1,5,0,0,107500,98
7,5,0,0,2,1,3,1,8,0,2,188000,10
4,5,0,0,1,0,3,1,5,0,2,111250,36
5,5,0,0,1,1,3,1,7,1,1,158000,38
8,5,1,0,2,0,3,1,6,1,2,272000,9
9,5,1,0,2,0,2,1,8,1,3,315000,3
8,5,0,0,2,1,4,1,8,1,3,248000,7
7,5,1,0,2,0,3,1,7,1,2,213250,11
7,5,1,0,1,0,1,1,4,0,1,133000,9
7,5,1,0,2,1,3,1,7,1,2,179665,0
7,5,0,0,2,1,4,1,9,0,3,229000,18
6,7,0,0,1,1,3,1,6,1,2,210000,84
5,7,1,0,1,0,2,1,5,0,2,129500,37
5,7,1,0,1,0,2,1,4,0,2,125000,53
7,5,0,0,2,1,4,1,8,1,2,263000,6
6,6,0,0,2,0,2,1,4,0,2,140000,31
5,6,0,0,1,0,3,1,5,0,1,112500,51
8,5,0,0,2,0,3,1,7,1,3,255500,3
4,5,0,0,2,0,2,1,5,0,2,108000,60
7,5,1,0,2,1,3,1,8,1,3,284000,5
5,6,0,0,1,0,2,1,5,1,1,113000,84
5,5,1,0,1,0,2,1,6,1,1,141000,49
4,6,0,0,1,1,3,1,7,0,1,108000,86
7,5,0,1,2,1,3,1,6,1,2,175000,12
7,5,0,0,2,0,2,1,7,1,2,234000,3
5,6,1,0,1,1,3,1,5,1,2,121500,53
5,5,1,0,1,0,2,1,6,1,2,170000,32
5,6,1,0,1,0,3,1,6,1,0,108000,68
6,7,0,0,2,0,4,1,8,1,2,185000,90
7,5,1,0,2,1,4,1,9,1,2,268000,14
6,4,1,0,1,1,4,1,6,0,1,128000,95
9,5,0,0,2,1,4,1,11,1,3,325000,3
7,5,0,0,2,0,3,1,7,0,2,214000,6
8,8,1,0,1,1,1,1,5,1,2,316600,26
5,5,1,0,1,0,2,1,4,2,2,135960,27
5,5,0,0,2,0,6,2,10,0,2,142600,43
6,6,1,0,1,0,2,1,4,0,1,120000,47
7,5,0,0,2,1,3,1,6,0,2,224500,0
7,5,0,0,2,1,3,1,8,1,2,170000,7
5,7,0,1,1,0,3,1,5,0,1,139000,36
5,5,0,0,1,0,2,1,6,0,1,118500,61
7,7,0,1,2,0,3,1,6,1,1,145000,81
5,6,1,0,1,0,3,1,6,2,2,164500,40
7,5,0,0,2,0,2,1,5,0,2,146000,1
5,5,0,0,2,0,4,1,7,0,1,131500,54
6,6,0,1,1,0,3,1,7,2,2,181900,47
8,5,0,0,2,1,3,1,8,1,3,253293,1
6,5,1,0,1,0,3,1,5,0,0,118500,17
10,9,0,0,3,1,3,1,9,1,2,325000,115
4,7,0,0,1,0,3,1,6,0,1,133000,74
8,5,1,0,2,0,2,1,7,2,3,369900,1
6,7,1,0,1,0,2,1,5,0,1,130000,90
5,6,1,0,1,0,2,1,4,0,2,137000,27
5,8,2,0,1,0,1,1,5,2,1,143000,41
5,6,0,0,1,0,2,1,4,0,1,79500,78
7,5,0,0,2,1,3,1,6,0,2,185900,4
10,5,1,0,2,1,3,1,10,1,3,451950,1
5,8,1,0,1,0,2,1,4,0,2,138000,26
6,5,1,0,1,0,1,1,4,0,2,140000,6
5,6,0,0,1,0,3,1,5,0,1,110000,33
8,5,1,0,2,0,3,1,7,1,3,319000,1
6,7,0,0,1,0,3,1,7,0,1,114504,96
7,5,0,2,0,2,2,1,7,1,3,194201,1
5,6,1,0,2,0,3,1,7,1,2,217500,29
6,6,1,0,2,1,3,1,6,1,2,151000,28
8,5,1,0,2,1,3,1,8,1,2,275000,1
6,6,0,0,1,1,3,1,6,1,1,141000,70
8,5,1,0,2,1,3,1,8,1,2,220000,14
7,5,0,0,2,1,2,1,4,0,2,151000,6
7,5,1,0,2,0,3,1,6,1,2,221000,6
7,6,0,0,2,1,3,1,7,3,2,205000,44
5,5,1,0,1,0,3,1,6,0,2,152000,13
5,8,1,0,3,0,3,1,8,0,1,225000,58
8,6,0,0,2,1,4,1,10,2,2,359100,73
4,5,1,0,1,0,3,1,5,0,1,118500,46
9,5,1,0,2,1,3,1,8,2,3,313000,9
6,6,0,1,2,0,3,1,6,1,2,148000,29
8,5,1,0,2,1,3,1,7,1,2,261500,8
5,5,0,0,1,0,3,1,6,0,0,147000,0
4,6,1,0,1,0,1,1,3,0,0,75500,38
6,7,1,0,1,0,3,1,6,0,2,137500,47
6,5,1,0,2,1,3,1,7,1,2,183200,4
6,6,0,0,1,0,2,1,4,0,2,105500,54
9,5,0,0,2,0,3,1,9,1,3,314813,0
8,5,1,0,2,1,4,1,10,2,3,305000,5
3,3,1,0,1,0,2,1,5,0,0,67000,94
6,7,0,0,2,1,4,1,9,1,2,240000,34
5,6,0,0,1,0,3,1,6,0,2,135000,32
6,5,0,0,2,1,2,1,4,1,2,168500,7
6,5,1,0,1,2,4,1,8,1,2,165150,34
6,6,0,0,1,1,3,1,5,0,2,160000,48
5,5,0,0,1,0,3,1,6,1,1,139900,47
6,6,1,0,1,0,3,1,7,2,1,153000,55
5,5,0,1,1,2,5,1,9,2,2,135000,38
6,5,1,0,1,1,3,1,6,0,2,168500,44
5,6,0,0,1,0,3,1,8,0,1,124000,126
8,5,0,0,2,0,2,1,6,1,2,209500,1
7,5,0,0,2,0,3,1,6,1,2,82500,32
5,7,0,1,1,0,3,1,6,0,1,139400,53
6,5,2,0,0,0,0,2,4,0,2,144000,30
6,7,0,0,2,0,8,2,14,0,0,200000,93
2,3,0,0,1,0,1,1,4,1,0,60000,73
5,4,0,0,2,0,3,2,7,0,1,93000,55
5,7,0,0,1,0,2,1,4,0,0,85000,98
8,5,1,0,2,0,1,1,7,1,3,264561,0
8,5,0,0,1,1,1,1,6,1,2,274000,5
7,5,1,0,2,1,3,1,7,1,2,226000,6
8,7,1,0,2,1,4,1,9,3,2,345000,37
5,5,0,0,2,1,4,1,7,0,2,152000,38
9,5,1,0,2,1,2,1,7,1,3,370878,0
6,5,1,0,1,1,3,1,5,0,2,143250,36
5,5,0,0,1,0,3,1,7,0,2,98300,58
6,5,0,0,1,0,3,1,5,2,2,155000,55
6,5,0,0,1,1,4,1,7,1,2,155000,44
4,6,1,0,1,0,1,1,3,0,0,84500,37
7,6,0,0,2,1,3,1,7,0,2,205950,1
4,5,1,0,1,0,4,1,7,1,1,108000,69
7,5,0,0,2,1,2,1,7,1,2,191000,13
6,7,0,0,1,0,3,1,7,0,1,135000,102
8,6,1,0,2,1,2,1,7,1,3,350000,13
6,5,0,0,1,1,3,1,6,0,1,88000,39
5,7,1,0,1,1,3,1,5,0,1,145500,49
7,6,0,0,1,1,3,1,6,1,1,149000,77
6,5,0,1,1,0,3,1,6,1,1,97500,62
5,7,1,0,1,0,3,1,7,0,2,167000,45
7,7,0,0,2,1,3,1,7,1,2,197900,31
8,7,1,0,2,1,4,1,8,1,3,402000,15
6,3,1,0,1,0,2,1,5,2,2,110000,41
4,5,1,0,2,0,3,1,6,0,2,137500,36
8,5,1,0,1,1,1,1,8,1,3,423000,1
8,5,0,0,2,1,3,1,7,1,2,230500,6
6,5,0,0,2,1,3,1,7,1,2,129000,42
6,5,1,0,2,0,3,1,7,1,2,193500,14
5,6,1,0,1,1,3,1,6,1,2,168000,50
4,5,0,0,1,0,2,1,5,1,1,137500,84
6,5,1,0,2,1,3,1,7,0,2,173500,4
6,6,1,0,2,0,3,1,6,0,1,103600,84
6,6,1,0,1,1,3,1,6,1,2,165000,29
6,7,1,0,2,0,3,1,7,2,2,257500,50
6,6,1,0,1,0,3,1,5,1,1,140000,43
6,6,0,0,2,1,3,1,7,1,2,148500,31
4,2,1,0,2,0,4,2,8,0,3,87000,106
5,8,0,0,1,0,2,1,5,0,1,109500,85
8,5,0,0,2,1,3,1,7,1,3,372500,1
5,5,1,0,1,0,3,1,5,0,2,128500,46
6,5,0,0,2,0,2,1,5,1,1,143000,30
5,5,0,0,1,0,3,1,6,0,1,159434,77
6,5,1,0,1,0,2,1,6,1,2,173000,12
9,5,1,0,2,0,3,1,7,1,3,285000,5
7,5,0,0,2,1,4,1,7,0,2,221000,12
7,5,1,0,2,0,3,1,6,1,2,207500,23
7,6,0,0,3,0,3,1,7,0,2,227875,0
7,5,0,0,2,1,2,1,4,0,2,148800,3
8,6,1,0,2,0,2,1,7,1,2,392000,0
6,5,0,0,2,0,2,1,6,1,2,194700,2
6,5,1,0,1,0,1,1,3,1,2,141000,4
10,6,0,1,3,1,4,1,10,2,3,755000,13
7,5,1,0,2,1,4,1,9,2,2,335000,17
5,6,0,0,1,0,2,1,4,0,1,108480,85
5,6,0,0,1,1,3,1,5,0,2,141500,73
6,6,1,0,2,0,2,1,5,1,2,176000,19
5,7,0,0,1,0,2,1,4,0,1,89000,85
5,7,0,1,1,0,2,1,6,0,1,123500,54
5,8,1,0,1,0,3,1,5,1,1,138500,45
7,5,0,0,2,0,2,1,5,0,2,196000,4
8,5,1,0,2,0,3,1,7,1,3,312500,4
7,5,0,0,1,1,3,1,6,0,2,140000,37
8,5,0,0,2,1,4,1,10,1,3,361919,0
5,9,0,0,2,0,4,2,8,1,2,140000,110
7,5,1,0,2,0,3,1,7,0,2,213000,6
4,5,0,0,2,0,3,2,7,0,0,55000,80
7,5,1,0,2,0,2,1,5,2,2,302000,36
8,5,1,0,2,0,2,1,6,1,2,254000,3
7,5,0,0,2,1,3,1,8,1,2,179540,0
5,7,0,0,1,0,3,1,6,0,1,109900,42
3,6,0,0,1,0,2,1,5,0,0,52000,73
4,7,0,0,1,0,2,1,7,0,1,102776,110
8,5,1,0,2,0,2,1,5,1,2,189000,20
4,5,1,0,1,0,3,1,6,0,2,129000,36
6,8,0,0,2,1,3,1,6,0,2,130500,34
6,5,0,0,2,0,3,1,7,1,2,165000,35
7,8,0,0,1,1,3,1,8,0,2,159500,117
5,6,0,1,1,1,3,1,5,1,2,157000,35
7,5,1,0,2,1,3,1,9,1,3,341000,15
5,6,0,0,1,1,3,1,5,1,1,128500,37
8,5,1,0,2,0,2,1,5,1,2,275000,21
6,5,1,0,1,0,1,1,3,0,2,143000,6
4,7,0,0,1,0,3,1,5,0,2,124500,39
4,6,0,0,2,0,4,1,7,0,1,135000,54
9,5,1,0,2,0,3,1,8,1,3,320000,2
4,6,0,0,1,0,3,1,5,0,2,120500,39
6,9,1,0,2,0,3,1,5,1,2,222000,21
7,5,1,0,2,0,2,1,6,0,2,194500,2
5,5,1,0,2,0,4,2,9,0,3,110000,51
4,5,0,0,1,0,2,1,5,0,2,103000,84
8,5,1,0,2,0,2,1,5,1,2,236500,15
7,5,1,0,2,0,3,1,6,1,2,187500,4
7,5,0,0,2,1,3,1,8,1,2,222500,10
5,6,1,0,1,0,3,1,6,1,1,131400,48
5,5,0,0,1,0,3,1,6,0,1,108000,39
7,7,0,0,1,1,2,1,6,2,2,163000,92
3,4,0,0,2,0,2,2,6,0,2,93500,56
8,5,0,0,2,1,3,1,8,1,3,239900,1
5,5,3,0,3,0,3,1,5,0,0,179000,22
7,5,0,0,2,1,3,1,7,0,2,190000,5
5,7,0,0,2,0,2,1,7,0,2,132000,97
6,8,1,1,1,0,3,1,5,0,1,142000,47
7,5,0,0,2,0,3,1,6,0,2,179000,7
5,6,0,1,2,0,3,1,6,1,2,175000,46
8,5,1,0,2,0,2,1,5,1,2,180000,15
8,9,0,1,3,1,4,1,11,2,2,299800,32
7,5,0,0,2,1,4,1,8,1,2,236000,9
7,7,0,0,1,1,4,1,8,1,4,265979,129
7,5,1,0,2,0,3,1,7,1,2,260400,14
4,3,0,0,2,0,4,1,9,0,1,98000,64
4,7,0,0,1,0,3,1,7,0,0,96500,100
7,5,0,0,2,1,3,1,6,0,2,162000,4
6,5,1,0,2,0,3,1,6,0,2,217000,9
8,5,0,0,2,1,3,1,8,1,3,275500,1
6,8,1,0,1,0,3,1,5,0,2,156000,40
6,5,0,0,2,1,3,1,6,0,2,172500,10
8,5,0,0,2,1,3,1,7,0,2,212000,2
6,5,0,0,2,1,3,1,6,1,2,158900,32
7,5,0,0,2,1,3,1,6,0,2,179400,9
8,5,0,0,2,1,4,1,9,1,3,290000,12
6,6,0,0,1,0,2,1,5,0,1,127500,50
5,5,0,0,1,0,2,1,5,0,2,100000,85
7,5,0,0,2,1,3,1,7,0,2,215200,1
8,5,1,0,2,1,3,1,8,1,3,337000,10
8,5,1,0,1,1,2,1,6,1,2,270000,11
9,5,0,0,2,0,2,1,6,1,2,264132,0
7,5,0,0,2,1,3,1,7,1,2,196500,22
6,7,1,0,2,0,4,1,7,0,1,160000,68
7,5,0,0,2,0,3,1,8,1,2,216837,2
8,5,1,0,3,1,4,1,12,1,3,538000,7
5,5,1,0,1,0,2,1,5,0,2,134900,27
4,5,0,0,1,0,2,1,6,0,2,102000,55
6,5,1,0,1,0,3,1,6,1,2,107000,34
5,5,0,0,1,0,2,1,5,0,1,114500,49
8,5,0,0,2,0,3,1,9,1,3,395000,1
6,5,1,0,2,0,2,1,5,0,2,162000,11
7,5,0,0,2,0,3,1,7,0,3,221500,1
5,5,1,0,1,0,3,1,5,1,2,142500,32
5,5,0,0,2,0,4,2,10,2,2,144000,30
6,5,1,0,1,0,2,1,4,0,2,135000,29
7,5,0,0,2,0,3,1,6,1,2,176000,12
6,5,0,0,2,1,3,1,7,0,2,175900,14
7,5,0,0,2,0,3,1,6,0,2,187100,8
5,6,1,0,1,0,1,1,4,1,2,165500,31
6,6,0,0,2,0,3,1,9,1,0,128000,94
6,5,0,0,2,0,3,1,7,1,2,161500,42
5,6,1,0,2,0,4,1,7,0,1,139000,95
7,5,1,0,2,1,4,1,8,0,2,233000,6
4,7,0,0,1,0,2,1,4,0,1,107900,54
6,8,0,0,2,1,5,1,9,0,2,187500,41
7,5,0,0,2,0,2,1,5,1,2,160200,4
6,5,1,0,1,0,3,1,5,2,2,146800,31
7,5,1,0,2,1,3,1,8,1,2,269790,11
8,5,0,0,2,0,3,1,7,0,2,225000,0
7,5,0,0,2,1,3,1,7,1,2,194500,14
6,6,0,0,2,1,3,1,7,1,2,171000,30
6,5,0,0,1,1,3,1,7,1,2,143500,30
5,5,0,0,1,0,2,1,4,0,1,110000,55
9,5,0,0,3,1,4,1,11,2,3,485000,1
5,7,1,0,1,1,3,1,7,2,1,175000,70
6,5,1,0,2,1,4,1,8,0,2,200000,11
4,7,1,0,1,0,2,1,5,0,2,109900,91
7,5,1,0,2,1,3,1,7,1,2,189000,3
9,5,0,0,3,1,4,1,12,1,3,582933,1
5,5,0,0,1,0,2,1,5,0,1,118000,52
7,5,0,0,2,0,3,1,6,0,2,227680,0
5,5,0,0,2,0,3,1,6,0,1,135500,39
5,6,2,0,1,1,3,1,6,1,2,223500,86
5,5,1,0,1,0,3,1,6,1,2,159950,40
5,5,0,0,2,0,2,3,11,0,2,106000,111
6,6,1,0,1,1,3,1,5,1,2,181000,32
6,5,1,0,1,0,1,1,4,1,2,144500,4
5,5,0,0,1,0,2,1,4,0,2,55993,58
6,6,0,0,1,1,4,1,7,0,1,157900,49
5,7,0,1,1,1,3,1,7,0,1,116000,88
7,5,0,0,2,0,3,1,6,0,2,224900,12
5,6,0,0,1,0,2,1,4,1,1,137000,52
8,5,1,0,2,0,3,1,7,2,3,271000,6
6,7,1,0,1,0,3,1,6,0,2,155000,39
7,5,1,0,2,0,2,1,6,1,2,224000,1
7,5,0,0,2,1,3,1,6,0,2,183000,5
4,4,0,0,1,0,2,1,4,0,2,93000,56
7,5,0,0,2,1,3,1,7,1,2,225000,4
6,7,0,0,2,0,3,1,7,1,1,139500,69
8,5,0,0,2,0,3,1,7,1,2,232600,0
10,5,1,0,2,0,2,1,7,1,3,385000,1
5,6,1,0,1,0,2,1,5,0,0,109500,84
7,5,0,0,2,0,3,1,6,1,2,189000,8
5,5,0,1,2,1,3,1,7,0,2,185000,42
7,5,0,0,2,1,2,1,4,0,2,147400,1
6,5,1,0,1,1,3,1,6,2,2,166000,51
7,5,0,0,2,1,2,1,4,0,2,151000,1
7,6,1,0,2,1,3,1,7,1,2,237000,7
6,6,0,0,1,1,3,1,6,0,2,167000,45
5,6,1,0,1,0,3,1,6,0,2,139950,47
4,7,0,0,2,0,2,1,4,0,2,128000,60
5,6,1,0,1,0,2,1,5,0,2,153500,59
6,5,1,0,1,1,2,1,5,0,1,100000,35
5,6,0,0,1,1,3,1,6,0,1,144000,13
5,6,0,0,1,0,3,1,6,0,1,130500,62
6,8,0,0,2,0,4,1,7,0,1,140000,83
5,8,0,0,2,0,3,1,8,1,2,157500,104
6,7,1,0,1,1,3,1,6,0,2,174900,42
5,4,0,0,2,0,6,2,10,0,0,141000,46
5,8,0,0,1,1,4,1,7,1,3,153900,93
5,5,1,0,2,0,3,1,6,2,2,171000,32
7,5,1,0,2,1,3,1,7,1,2,213000,16
5,6,1,0,1,0,3,1,5,1,1,133500,37
6,8,0,0,3,0,5,1,10,1,2,240000,100
6,7,0,0,2,1,3,1,7,1,2,187000,31
6,5,1,0,1,0,1,1,3,0,2,131500,4
8,5,0,0,2,0,2,1,7,1,2,215000,3
7,5,0,0,2,0,4,1,7,2,1,164000,66
6,6,0,0,1,1,3,1,7,1,2,158000,45
5,4,1,0,1,1,3,1,6,1,2,170000,51
5,8,1,0,1,1,3,1,6,0,1,127000,48
6,6,1,0,1,0,3,1,5,0,2,147000,30
6,5,0,0,2,1,3,1,6,1,2,174000,15
7,5,0,0,2,0,3,1,6,1,2,152000,33
6,7,1,0,2,1,4,1,9,1,2,250000,38
7,8,0,0,1,1,3,1,7,1,1,189950,89
5,4,1,0,1,1,3,1,6,0,2,131500,45
6,5,0,0,2,0,3,1,6,0,2,152000,26
5,5,1,0,1,0,3,1,6,0,1,132500,50
7,5,0,0,2,0,3,1,6,0,2,250580,1
5,6,1,0,1,0,3,1,5,0,2,148500,39
8,5,0,0,2,0,3,1,6,1,3,248900,1
4,5,1,0,1,1,3,1,5,0,2,129000,46
5,6,0,0,2,0,2,1,7,1,2,169000,58
7,5,1,0,2,1,3,1,8,1,2,236000,17
5,5,0,0,1,0,2,1,5,0,1,109500,47
6,5,0,0,2,1,3,1,7,0,2,200500,12
5,7,0,0,1,0,3,1,5,0,2,116000,55
5,7,0,0,1,0,3,1,6,1,1,133000,60
5,6,0,0,1,1,3,1,5,0,1,66500,68
8,5,0,0,2,1,4,1,11,1,2,303477,0
4,5,1,0,1,0,3,1,5,0,2,132250,44
9,5,1,0,2,1,4,1,10,1,3,350000,5
5,7,1,0,1,0,3,1,6,0,2,148000,49
5,8,1,0,1,0,3,1,6,0,1,136500,31
5,5,1,0,1,1,2,1,5,0,2,157000,2
7,5,0,0,2,1,3,1,7,1,2,187500,17
6,5,0,0,2,1,3,1,7,1,2,178000,17
4,5,1,0,1,0,5,1,10,0,1,118500,94
5,5,0,0,1,0,3,1,5,0,1,100000,42
9,5,1,0,2,0,2,1,5,1,2,328900,9
5,5,0,0,2,0,4,2,8,0,2,145000,47
5,7,0,0,1,1,3,1,8,0,1,135500,53
8,6,1,0,2,0,4,1,8,1,2,268000,37
6,4,1,0,1,0,2,1,6,1,2,149500,56
5,7,0,0,1,0,3,1,6,1,2,122900,58
6,5,0,0,2,1,3,1,7,1,2,172500,31
6,8,0,1,1,0,3,1,6,0,1,154500,43
5,5,1,0,1,0,3,1,6,1,1,165000,54
5,5,0,0,2,0,4,2,8,0,2,118858,30
6,5,1,0,1,1,4,1,8,1,2,140000,45
4,6,0,0,1,0,2,1,6,0,1,106500,70
5,5,0,0,2,0,6,2,12,0,2,142953,30
9,5,1,0,2,1,2,1,11,2,3,611657,1
5,7,0,0,1,0,3,1,6,1,1,135000,45
4,6,0,0,1,0,2,1,4,0,1,110000,36
5,7,1,0,1,0,2,1,5,0,1,153000,52
7,5,0,0,2,1,3,1,8,1,2,180000,3
7,5,0,0,2,0,3,1,7,1,3,240000,0
5,6,0,0,1,0,3,1,6,0,1,125500,40
5,5,1,0,1,0,3,1,6,0,1,128000,56
8,5,1,0,2,0,3,1,8,1,3,255000,1
7,7,0,0,1,1,3,1,6,1,1,250000,70
5,5,1,0,1,0,2,1,5,0,2,131000,23
6,5,0,0,2,1,3,1,8,1,2,174000,4
5,5,0,0,2,0,5,2,12,0,2,154300,50
5,7,0,0,1,1,3,1,5,0,1,143500,32
5,7,0,0,1,0,3,1,6,0,1,88000,81
5,6,0,0,2,0,4,2,8,0,3,145000,58
6,5,0,0,2,1,2,1,4,0,2,173733,0
4,5,0,0,1,1,3,1,6,0,1,75000,37
2,3,1,0,0,0,1,1,4,0,1,35311,57
4,6,0,0,1,0,3,1,6,0,1,135000,53
7,5,1,0,2,1,4,1,8,1,3,238000,16
6,8,1,0,1,0,3,1,6,1,2,176500,50
6,5,0,1,2,1,3,1,7,0,2,201000,13
5,7,2,0,2,2,4,2,9,0,0,145900,108
6,5,0,0,2,0,3,1,6,1,2,169990,1
6,5,1,0,2,0,2,1,5,1,2,193000,15
6,6,1,0,2,0,3,1,7,1,2,207500,26
5,6,0,1,2,0,3,1,6,0,2,175000,31
8,5,0,0,2,1,4,1,10,1,3,285000,4
7,5,0,0,2,1,4,1,9,1,2,176000,40
8,5,0,0,2,0,3,1,7,1,2,236500,8
7,5,0,0,2,1,4,1,8,1,2,222000,9
8,5,0,0,2,0,3,1,7,0,3,201000,2
5,6,0,1,1,0,2,1,5,0,1,117500,44
9,5,0,0,2,0,3,1,8,1,3,320000,1
7,5,0,0,2,0,3,1,6,0,2,190000,5
7,7,1,0,2,0,4,1,9,1,2,242000,48
4,5,0,0,1,0,1,1,5,0,2,79900,80
7,5,1,0,2,0,2,1,5,0,2,184900,6
7,5,0,0,2,1,3,1,8,1,2,253000,4
7,5,0,0,2,1,3,1,7,0,3,239799,0
7,7,0,0,2,0,4,1,10,2,1,244400,70
6,5,0,0,2,0,4,2,8,0,2,150900,30
7,5,1,0,2,1,3,1,8,1,2,214000,10
4,3,2,0,2,0,4,2,8,0,0,150000,30
5,4,0,0,2,0,4,2,8,0,2,143000,40
6,6,0,1,1,0,3,1,7,1,2,137500,51
5,6,0,0,1,0,2,1,7,0,2,124900,119
5,6,1,0,1,0,3,1,6,1,1,143000,47
8,5,1,0,2,0,3,1,9,1,3,270000,5
7,5,0,0,2,1,3,1,7,1,2,192500,4
6,7,1,0,1,1,3,1,5,1,2,197500,38
5,8,1,0,1,0,3,1,5,0,2,129000,57
5,5,1,0,1,0,3,1,6,0,1,119900,41
5,8,0,1,1,0,2,1,5,0,1,133900,37
5,4,0,1,2,1,4,1,7,1,2,172000,39
6,5,0,2,2,0,4,0,4,0,0,127500,31
6,6,0,0,2,0,4,2,8,0,2,145000,61
6,6,0,0,1,1,2,1,5,1,2,124000,29
5,5,0,0,1,0,3,1,6,0,2,132000,45
7,5,1,0,2,0,3,1,6,0,2,185000,4
7,5,1,0,2,1,3,1,6,0,2,155000,11
5,7,1,0,1,0,2,1,4,0,0,116500,52
6,7,1,0,2,1,4,1,11,1,2,272000,31
6,6,1,0,2,1,3,1,7,1,2,155000,31
9,5,0,0,2,0,2,1,7,0,2,239000,2
7,5,1,0,2,1,4,1,8,1,2,214900,8
6,5,0,0,2,1,3,1,8,1,2,178900,2
5,7,1,0,1,1,2,1,7,2,1,160000,69
5,7,1,0,1,0,3,1,6,0,1,135000,53
3,6,0,0,1,0,2,1,6,0,0,37900,99
6,5,1,0,1,0,2,1,6,0,1,140000,48
4,4,0,0,1,1,4,1,6,0,0,135000,57
